Client Name,Client ABN,Date Published,Parent Organisation,Org ABN,is_energy
The Energy Laboratory Limited,51 611 565 390,26/03/2025,Politiv Pty Ltd,51 684 598 338,1
THE ENVIRONMENT CENTRE NT INC,12 094 525 400,08/11/2024,Upstream Consulting Pty Ltd,87620657418,0
The Ethics Centre,83 637 740 533,17/06/2025,"LOVETT, GRANT RONALD",12356404750,0
The Fertility Society of Australia and New Zealand,27 006 214 115,25/09/2024,London Agency Pty Ltd,73145352147,0
THE FLINDERS RANGES COUNCIL,43952255151,03/02/2025,The Trustee for Neagle Family Trust,55305718177,0
The Frontier Touring Company Pty Ltd,65 837 740 187,25/07/2022,PR4PR Pty Ltd,89634536351,0
The Goodes O'Loughlin Foundation Limited,59 139 676 010,11/09/2023,JO SCARD PTY LTD,29145634224,0
The GSM Association,,08/12/2020,Wireless Frequency Studio.net,69691549218,0
THE HANDS OF RESCUE FOUNDATION LIMITED,24 609 513 555,17/11/2022,CMAX Advisory PTY LTD as a Trustee for CMAX Trading Trust,62155922079,0
The Honourable Dr Ted Egan AO NK,,11/07/2022,Yogya Santai Pty Ltd,14086099621,0
The Hospitals Contribution Fund of Australia,68 000 026 746,10/10/2023,Delta Advisory Pty Limited,70 667 068 760,0
The Indigenous Marathon Foundation Limited (ABN 39 162 317 455),39162317455,18/03/2025,H/Advisors APA Pty Ltd,60074901545,0
The Institution of Engineers Australia,63 020 415 510,30/06/2025,SEC Newgate Pty Limited,38162366056,0
The Jean Hailes Foundation,69 092 915 618,10/07/2025,Anacta Strategies Pty Ltd,64633978677,0
The Ladder Project Foundation,99674034976,20/01/2023,Red Mitten,83259412882,0
The Little Blue Dinosaur Foundation,,29/09/2016,Asys Consulting,74068259683,0
The Lottery Corporation,21081925706,14/07/2025,The Agenda Group Pty Ltd,92118248892,0
The Lottery Corporation,21081925706,19/06/2023,Principle Advisory Pty Ltd,29657059848,0
The Michael Long Foundation,30 6131 496 61,12/04/2022,Banksia Strategic Partners Pty Ltd,50660359866,0
The Mushroom Group,30162476628,30/08/2022,PR4PR Pty Ltd,89634536351,0
The Mutual Bank,94 087 651 983,14/04/2025,Sapphire Executive Business Services,17 661 600 504,0
The Owners Strata Plan 80877,42 014 102 108,21/04/2021,Wilkinson Butler Pty Ltd,95164204111,0
The Parenthood,59 608 600 907,21/02/2022,Essential Media Communications,48074671462,0
The Penington Institute,23005070102,30/08/2022,PR4PR Pty Ltd,89634536351,0
The Pharmacy Guild,84 519 669 143,11/07/2022,EJF Advisory Pty Ltd,91 659 678 047,0
The Pharmacy Guild of Australia,84 519 669 143,14/07/2025,Sapphire Executive Business Services,17 661 600 504,0
The Premier Communications Group,,04/10/2018,Authentic Strategic Advisory Pty Ltd,36623666366,0
The PURE Charity Group Ltd.,78 624 397 164,01/11/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,0
The Reece Group Foundation Limited,89635658276,26/07/2024,The Civic Partnership Pty Ltd,71652574171,0
"THE ROYAL SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS, NEW SOUTH WALES",87000001641,10/07/2025,Seat At The Table Pty Ltd,82666388478,0
THE ROYAL SOCIETY OF NEW SOUTH WALES,76470896415,17/08/2023,Nexus APAC Pty Ltd,76615655699,0
The Scout Association of Australia (NSW),42460434054,12/02/2025,Premier State Consulting Pty Ltd,26149964189,0
The Scout Association of Australia (NSW),42460434054,13/02/2025,PremierNational Pty Ltd,71619450841,0
The Shepherd Foundation,93063690979,03/02/2021,The Canberra Institute,59954528757,0
The Silanna Group Pty Ltd,27 117 826 105,15/05/2023,PYNE AND PARTNERS PTY LTD,81634747363,0
The Sir Richard Williams Foundation,25204613891,17/07/2020,GCB STRATOS CONSULTING PTY LTD,36608484920,0
The Society of Hospital Pharmacists of Australia,54004553806,27/01/2023,Nexus APAC Pty Ltd,76615655699,0
The Sunrise Project Australia Limited,65159324697,09/02/2023,DPG Advisory Solutions,14634403115,0
THE SUNRISE PROJECT AUSTRALIA LIMITED,65 159 324 697,25/03/2025,Essential Media Communications,48074671462,0
The Tasmanian Salmonid Growers Association Ltd,27 009 590 729,07/05/2024,Font Public Relations Pty Ltd,39129451716,0
THE TRUSTEE FOR ARCLIGHT FILMS INTERNATIONAL UNIT TRUST,11205120926,12/03/2024,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,0
The Trustee for Carnegie Catalyst Healthcare Real Estate Trust,19155805522,17/05/2024,Premier State Consulting Pty Ltd,26149964189,0
The Trustee for CARNEGIE CATALYST HEALTHCARE REAL ESTATE TRUST,19155805522,17/05/2024,PremierNational Pty Ltd,71619450841,0
The Trustee for Edwards O Trust & Others,11 247 365 823,21/05/2024,EJF Advisory Pty Ltd,91 659 678 047,0
The Trustee for FOR THE MOVEMBER FOUNDATION,48 894 537 905,19/12/2024,SEC Newgate Pty Limited,38162366056,0
The Trustee for Health Employees Superannuation Trust Australia (HESTA),64 971 749 321,15/10/2020,Hawker Britton Group Pty Ltd,79109681405,0
The Trustee for LegPro 73 Unit Trust,37787731056,26/07/2024,Primary Communication Partners Pty Limited,36617864347,0
The Trustee for Mater Foundation,96 723 184 640,24/07/2024,SAS Consulting Group Pty Ltd,33136520548,0
The Trustee for Perth Surf Park Investment Trust,67 648 752 017,24/01/2025,GRA Partners Pty Ltd,56131702755,0
The Trustee for SOUTH DANDENONG UNIT TRUST,48 178 436 410,03/02/2025,PYNE AND PARTNERS PTY LTD,81634747363,0
The Trustee for the Queensland Community Foundation,69 649 199 658,02/07/2024,Capital K Communications,42171809583,0
The Trustee for the Waterbrook Bowral Ryan Trust and The Trustee for the Waterbrook Bowral Sim Trust and the Trustee for Waterbrook Bowral Investment Trust,57728682928,03/02/2020,The Premier Communications Group Pty Ltd.,73137508555,0
The trustee for Vivacity Global Marketing Unit Trust,84338797098,15/05/2024,EH Advisory,62 669 756 763,0
The Trustee for Whitehouse Trust,61617741534,03/06/2025,PremierNational Pty Ltd,71619450841,0
The Trustee for Whitehouse Trust,61617741534,03/06/2025,Premier State Consulting Pty Ltd,26149964189,0
The Uniting Church in Australia - National Assembly,16 939 630 947,26/06/2024,Delta Advisory Pty Limited,70 667 068 760,0
The Violet Initiative Limited,95267224727,03/06/2025,PremierNational Pty Ltd,71619450841,0
The Violet Initiative Limited,95267224727,03/06/2025,Premier State Consulting Pty Ltd,26149964189,0
The Whiskey Project Group,17632106837,16/04/2020,Precision Public Affairs Pty Ltd,42639299415,0
THEBREAK.ENERGY,24 672 627 146,03/02/2025,Jutsum Advisory Pty Ltd ATF Jutsum Family Trust,68973583422,1
TheirCare Pty Ltd,40617970475,13/03/2020,GRACosway Pty Ltd,50082123822,0
THERAMEX AUSTRALIA PTY LTD,37 623 186 845,03/02/2025,Kirchmann Management Consultants Pty Ltd,34837287161,0
Therium Capital Management (Australia) Ltd,46629764987,07/07/2020,Cornerstone Group Australia Pty Ltd,99153936719,0
Think Childcare Limited,81 600 793 388,05/06/2020,PRX Unit Trust,71595434578,0
Think Childcare Services,14 160 028 277,04/02/2025,Arican Pty Limited,12 633 279 786,0
THIRDI CARE PTY LTD,88635692670,14/06/2024,The Premier Communications Group Pty Ltd.,73137508555,0
Thirdiproperty Pty Ltd,99126689950,15/07/2025,The Premier Communications Group Pty Ltd.,73137508555,0
THOMAS GLOBAL SYSTEMS AUSTRALIA PTY LTD,21 164 180 321,28/09/2021,Precision Public Affairs Pty Ltd,42639299415,0
Thompson Brain and Mind Healthcare Ltd,25 658 798 933,24/02/2025,Confluence Partners Pty Ltd,64682820355,0
Thread Together Ltd,91160701280,28/11/2024,Wilkinson Butler Pty Ltd,95164204111,0
Thyssenkrupp Marine Systems,,07/05/2024,TG Public Affairs Pty Ltd,23630677673,0
Tianqi Lithium Corporation,,02/05/2025,EJF Advisory Pty Ltd,91 659 678 047,0
Ticket Brokers Association of Australia,57 260 325 176,01/08/2022,RedBridge Group Pty Ltd,11650587867,0
Tide Foundation,,09/08/2018,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,0
TikTok Australia Pty Ltd,15 637 464 638,28/03/2023,Anacta Strategies Pty Ltd,64633978677,0
TikTok Australia Pty Ltd,15 637 464 638,23/01/2025,Bourke Street Advisory,54 075 139 609,0
TILT RENEWABLES AUSTRALIA PTY LTD,15 101 038 331,08/10/2024,Counsel House Pty Ltd,35631919009,0
Timber NSW,96 001 866 468,10/01/2024,EJF Advisory Pty Ltd,91 659 678 047,0
TINDO OPERATIONS CO PTY LTD,97 617 291 924,16/04/2021,Wilkinson Butler Pty Ltd,95164204111,0
TISV,,08/07/2018,Media and Public Affairs Australia,49622979177,0
Titan Lithium Holdings,,03/02/2025,A.GR Advisors Pty Ltd,56665229112,0
Tobacco Free Portfolios (pro bono),,17/09/2018,Jannette Cotterell,51364113263,0
Toll Group,25 006 592 089,06/09/2024,TG Public Affairs Pty Ltd,23630677673,0
TOMAGO ALUMINIUM COMPANY PTY LTD,68 001 862 228,09/12/2024,SEC Newgate Pty Limited,38162366056,0
Tongala Nutrition,23669402537,03/02/2025,Milner Strategic Services,24957388494,0
Tonlen Projects Pty Ltd,73145904141,03/02/2025,Milner Strategic Services,24957388494,0
Topelia Aust Limited,36 652 771 670,15/02/2024,DPG Advisory Solutions,14634403115,0
Torrens University Australia,99 154 937 005,23/01/2025,TG Public Affairs Pty Ltd,23630677673,0
Toshiba International Corporation Pty Ltd,29001555068,01/05/2024,McCredie Partners Pty Ltd,16623627332,0
ToukanLabs,,05/07/2023,Forsius Technology Consulting,70543558011,0
Tower Solutions Inc.,,13/09/2022,CMX Energy Consulting Pty Ltd,85643880568,0
Town of Mosman Park,69 796 832 473,13/02/2023,Purple Communications Australia Pty Ltd,37108802366,0
Town of Port Hedland,19 220 085 226,22/11/2022,GRA Partners Pty Ltd,56131702755,0
Townsville Enterprise Ltd,58 053 020 536,04/08/2022,Milner Strategic Services,24957388494,0
TPG Telecom Limited,76096304620,22/11/2022,Hawker Britton Group Pty Ltd,79109681405,0
Trademark Group of Companies,67651146986,24/04/2024,Fitzgibbon Advisory,95654228789,0
Traditional Credit Union Limited,50087650922,14/04/2025,Sapphire Executive Business Services,17 661 600 504,0
Trafigura,,17/05/2024,Principle Advisory Pty Ltd,29657059848,0
Training Alliance Group,33178428523,14/06/2019,GRA Partners Pty Ltd,56131702755,0
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,40 062 135 844,22/04/2021,CGM Communications Pty Ltd,66619642858,1
Transit Systems Pty Ltd,34135200609,03/06/2025,PremierNational Pty Ltd,71619450841,0
Transit Systems Pty Ltd,34135200609,03/06/2025,Premier State Consulting Pty Ltd,26149964189,0
Translational Research Institute Pty Ltd,92 137 632 565,08/01/2025,Anacta Strategies Pty Ltd,64633978677,0
Transport Mutual Credit Union Limited,78087650600,13/02/2024,"MCDOUGALL,DANIEL JOHN",22535615464,0
Trellis Data Pty Ltd,67 6165 166 19,13/09/2022,Stirling Advisory Pty Ltd,65657724199,0
TREND MICRO AUSTRALIA PTY. LTD.,70077055817,17/08/2023,Simplicity One Pty Ltd,38 640 087 494,0
Tresillian Family Care Centres,28521424723,08/07/2022,Kurrajong Strategic Counsel,14625954912,0
Tribe Infrastructure Australia Pty Ltd,18 640 130 632,25/03/2025,PYNE AND PARTNERS PTY LTD,81634747363,0
TRIPLE P INTERNATIONAL PTY LTD,17 079 825 817,15/12/2020,PYNE AND PARTNERS PTY LTD,81634747363,0
Trish Multiple Sclerosis Research Foundation,22089078464,07/02/2023,Kurrajong Strategic Counsel,14625954912,0
Tri-Star Group Holdings Australia,63115571269,03/02/2025,PolicyWonks,50463070316,0
Trolex Ltd,,17/05/2024,Iconinc Holdings Pty Ltd,12 103 086 451,0
Troon Group,,22/11/2023,TG Public Affairs Pty Ltd,23630677673,0
Trovio Operating Pty Ltd,,14/07/2025,Hodgman Partners,12882167088,0
Truii,20 164 466 700,08/10/2024,ALPHA Consult Pty Ltd,39612003460,0
T-Scan,80640607692,17/07/2020,Media and Public Affairs Australia,49622979177,0
TULLOCH ASSOCIATES PTY LTD,16 139 871 917,24/05/2023,Convaim Pty Ltd,69628935133,0
Turbans 4 Australia,64704364097,23/09/2024,Banksia Strategic Partners Pty Ltd,50660359866,0
Turner Institute for Brain and Mental Health,,11/07/2022,Jannette Cotterell,51364113263,0
Tyre Stewardship Australia Ltd,44164971939,17/07/2025,Markstone Group Pty Ltd,61106988970,0
Tyrecycle,,12/02/2024,Premier Strategy Pty Ltd,63106038304,0
Tyresmart Australia Pty Ltd,,11/07/2013,PRX Unit Trust,71595434578,0
Uber,,19/04/2023,DPG Advisory Solutions,14634403115,0
UBER AUSTRALIA PTY LTD,49 160 299 865,30/06/2025,Counsel House Pty Ltd,35631919009,0
UBN Professional Services Pty Ltd,25651988804,26/02/2024,Australian Corporate Advisory Pty Ltd,20654592926,0
UCB AUSTRALIA PROPRIETARY LIMITED,48 005 799 208,14/02/2024,OGILVY HEALTH PTY LTD,62 114 807 877,0
UCB AUSTRALIA PROPRIETARY LIMITED,48005799208,31/01/2025,Shawview Consulting Australia Pty Ltd,90 637 759 874,0
UCB Australia Pty Ltd,48005799208,17/07/2024,"HUGH-JONES, CHARLES RUPERT",52312264983,0
UCB AUSTRALIA PTY LTD,48 005 799 208,07/02/2024,Precision Public Affairs Pty Ltd,42639299415,0
UGL Limited,,20/10/2020,TG Public Affairs Pty Ltd,23630677673,0
Uniplan Group Pty Ltd (ABN 33 643 088 911),33643088911,03/11/2023,H/Advisors APA Pty Ltd,60074901545,0
UniSport Australia Limited,22634634319,03/02/2025,Barry Wallett,94983487603,0
United Cinemas Australia Pty Ltd,53572683298,04/09/2020,The Trustee for CHIKAROVSKI FAMILY TRUST,92715851492,0
United Traders and Retailers,85 624 329 960,01/11/2023,The Influence Corporation Pty. Ltd.,79 671 703 156,0
Uniti Group Limited,73 158 957 889,12/11/2024,Girra-Maa Advisory Pty Ltd,73 681 995 086,0
UNITING CHURCH HOMES,15 360 992 349,13/11/2024,SEC Newgate Pty Limited,38162366056,0
Uniting WA,75 467 729 203,31/01/2025,GRA Partners Pty Ltd,56131702755,0
Universal Social Group Pty Ltd,37 674 463 917,10/07/2024,The Influence Corporation Pty. Ltd.,79 671 703 156,0
University of New South Wales,57 195 873 179,06/09/2024,"Davies, Scott Andrew",98468815818,0
University of Tasmania,30 764 374 782,06/09/2024,"Davies, Scott Andrew",98468815818,0
University of Tasmania,30 764 374 782,14/07/2025,Hodgman Partners,12882167088,0
University of the Sunshine Coast,28 441 859 157,17/07/2025,"Davies, Scott Andrew",98468815818,0
University of the Sunshine Coast,28 441 859 157,11/07/2025,Nexus APAC Pty Ltd,76615655699,0
Unmanned Survey Solutions,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,0
UNSW SMaRT Centre,,04/04/2022,TLC Consulting,17 257 536 291,0
UP Education Australia Pty Ltd,58 095 741 227,13/08/2024,GRACosway Pty Ltd,50082123822,0
Urban Capital Group,28 143 667 609,28/03/2025,SEC Newgate Pty Limited,38162366056,0
Urban Development Institute of Australia (NSW),43001172363,11/03/2020,PremierNational Pty Ltd,71619450841,0
Urban Development Institute of Australia (NSW),43001172363,11/03/2020,Premier State Consulting Pty Ltd,26149964189,0
Urban Development Institute of Australia (WA division),63 221 168 944,20/07/2023,CGM Communications Pty Ltd,66619642858,0
Valeport Limited,,08/02/2022,Seismic Asia Pacific Pty Ltd,31083755104,0
Van Dairy Ltd,,14/07/2022,Font Public Relations Pty Ltd,39129451716,0
Vanguard Health,19 133 444 041,27/05/2025,Anacta Strategies Pty Ltd,64633978677,0
VANGUARD INVESTMENTS AUSTRALIA LTD,72 072 881 086,19/06/2025,SEC Newgate Pty Limited,38162366056,0
"Varna Pty Ltd, trading as Hall and Prior Aged Care Organisation",,09/07/2024,H/Advisors APA Pty Ltd,60074901545,0
VARSITY MANAGEMENT GROUP PTY LTD,53668107908,07/07/2025,JHR Advisory,54666029447,0
Vast Renewables Ltd,37136258574,10/07/2024,Hawker Britton Group Pty Ltd,79109681405,0
Vast Solar Pty Ltd,37 136 258 574,16/08/2022,Wilkinson Butler Pty Ltd,95164204111,0
VAULT SYSTEMS PTY. LTD.,60 159 030 127,13/11/2024,TG Public Affairs Pty Ltd,23630677673,0
Vaxxas Pty Ltd,16152205242,06/05/2021,Royce Communications Pty Ltd,91167042408,0
"VELTRE, GERARD MERVYN",83682245966,20/05/2025,Richardson Coutts Pty Ltd,82378912405,0
Venn Energy,,17/02/2023,CMX Energy Consulting Pty Ltd,85643880568,1
Ventia,51 603 146 676,11/07/2024,TG Public Affairs Pty Ltd,23630677673,0
Ventia Australia Pty Ltd (“Ventia”),11 093 114 553,15/07/2024,Precision Public Affairs Pty Ltd,42639299415,0
Verbrec Ltd,90127897689,09/07/2024,"PATON, ALEXANDER WILLIAM",26764474411,0
Verdant earth,65624824791,18/03/2025,Discourse Consulting Pty Ltd,49 090 692 014,0
Verdant Earth,,16/05/2024,JPG Advisory,95 646 954 574,0
Verdant Minerals Pty Ltd,33 122 131 622,15/11/2023,Anacta Strategies Pty Ltd,64633978677,0
VERIDAPT Pty Ltd,30 072 524 433,03/05/2023,BINA GROUP PTY LTD,63168662379,0
Vermilion Oil and Gas Australia Pty Ltd,29113023591,13/02/2020,FTI Consulting (Australia) Pty Ltd,49160397811,1
VEROGUARD SYSTEMS PTY LTD,25617573001,03/02/2025,The Trustee for Neagle Family Trust,55305718177,0
Vertex Pharmaceuticals (Australia) Pty Ltd,34 160 157 157,03/11/2020,TJ Health Comms,64705249956,0
Vertex Pharmaceuticals Australia Pty Ltd,34160157157,14/01/2021,Nexus APAC Pty Ltd,76615655699,0
Vertical Events,85 056 581 072,04/01/2023,Corporate Affairs Australia Pty Ltd,87 629 216 262,0
Verto Ltd,34145498571,21/04/2021,Atlas Alliance Pty Ltd,46606084913,0
Vestas - Australian Wind Technology Pty Ltd,80 089 653 878,06/07/2022,Spring Street Advisory Pty Ltd,92603411650,0
Vestas Wind Systems AS,,19/06/2025,Dragoman Pty Ltd,76619209915,0
VETCHAT SERVICES PTY LTD,96616786997,30/05/2025,Girra-Maa Advisory Pty Ltd,73 681 995 086,0
Veterans Community Business Chamber,65 638 891 273,10/11/2020,Operational Legal Australia Pty Ltd,79632066669,0
VETSCRIPT PTY LTD,70 660 074 313,21/07/2024,CPR Communications & Public Relations Pty Ltd,94064357544,0
Vial,,17/04/2025,Crestview Strategy Pty Ltd,66675929343,0
Viasat Australia Pty Ltd,94092010421,01/06/2023,Anacta Strategies Pty Ltd,64633978677,0
"Viasat, Inc.",84 290 720 067,10/04/2024,WellComm Solutions,15281181953,0
"Viasat, Inc.",,28/08/2024,Spectrum Solutions Australia,47665184154,0
Viatris Pty Ltd,29 601 608 771,18/07/2022,Nexus APAC Pty Ltd,76615655699,0
VIC Active,82 624 499 690,08/09/2020,PRX Unit Trust,71595434578,0
Vicinity Centres PM Pty Ltd,96 101 504 045,10/05/2022,The Civic Partnership Pty Ltd,71652574171,0
VICINITY CENTRES PM PTY LTD,96 101 504 045,30/08/2024,Iemma Patterson Premier Advisory,53830148273,0
Victorian Hydrogen & Ammonia Industries Ltd,38 160 343 475,23/02/2022,Horizon GR Pty Ltd,72 652 169 170,0
Victorian Hydrogen and Ammonia Industries Limited,38160343475,10/01/2020,Jeanes Holland and Associates Pty Ltd,34628814728,0
Vie Legal Insurance,83 623 911 991,11/03/2025,GRACosway Pty Ltd,50082123822,0
VINARCHY AUSTRALIA LIMITED,86008273907,10/07/2025,Principle Advisory Pty Ltd,29657059848,0
Viney Holdco Pty Ltd,81 658 290 898,12/12/2023,Anacta Strategies Pty Ltd,64633978677,0
VinGroup,,25/03/2025,PYNE AND PARTNERS PTY LTD,81634747363,0
VinPearl Australia Pty Ltd,36 645 664 357,17/02/2025,PYNE AND PARTNERS PTY LTD,81634747363,0
Violet Co Pty Ltd,76642032826,05/08/2024,The Shape Agency,67618969332,0
Virgin Australia,,26/02/2024,TG Public Affairs Pty Ltd,23630677673,0
Virya Energy,72 639 930 966,19/06/2025,Spring Street Advisory Pty Ltd,92603411650,1
Visa AP (Australia) Pty Ltd,20 134 885 564,02/05/2025,GRACosway Pty Ltd,50082123822,0
Vision Super Pty Ltd,50 082 924 561,28/02/2023,Counsel House Pty Ltd,35631919009,0
Visy Pty Ltd,74004337615,01/03/2010,The Fifth Estate Consultancy Pty Ltd,51069838222,0
Vitality Works,,02/02/2022,Jannette Cotterell,51364113263,0
Viterra Operations Pty Ltd,88 007 556 256,24/01/2024,GRACosway Pty Ltd,50082123822,0
Viva Energy Australia,,11/08/2020,TG Public Affairs Pty Ltd,23630677673,1
VIVA ENERGY RETAIL SMGB PTY LTD,44670895904,14/03/2025,The Trustee for Neagle Family Trust,55305718177,1
Vopak,,04/02/2021,Premier Strategy Pty Ltd,63106038304,0
VOPAK VICTORIA ENERGY TERMINAL PTY LTD,68 659 022 189,26/05/2023,GRACosway Pty Ltd,50082123822,1
Vow Group Pty. Ltd.,49 632 680 472,23/05/2025,Nicholas Harry Chilton,33913200853,0
